fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-2131000,-724000,-2131000,None,-256000,-228000,None,4833000,6907000,28086000,30445000,None,2940000,None,None,None,14565000,1740000,2095000,None,None,None
2020-03-31,USD,-2834000,-2712000,-2834000,-87000,-10000,1141000,-10000,237000,8658000,18749000,20442000,973000,3073000,None,1151000,None,8777000,1673000,2747000,8777000,None,18749000
2019-12-31,USD,-132396000,8944000,-132396000,-130852000,-11000,566000,-499000,2548000,9990000,-127895000,3935000,-3614000,3392000,None,1076000,None,-15187000,410000,1544000,-15187000,None,-127895000
2019-09-30,USD,-24497000,3523000,-24497000,-23416000,23097000,197152000,-254000,4802000,4867000,184817000,12162000,2494000,2942000,None,174309000,None,-3407000,1743000,1081000,-3407000,None,184817000
2019-06-30,USD,-30798000,-2541000,-30798000,-29808000,19600000,20301000,-12000,-6037000,5518000,-11378000,-881000,-2166000,2721000,None,713000,None,-5895000,1482000,990000,-5895000,None,-11378000
2019-03-31,USD,-1006000,-1210000,-1006000,-1006000,-33000,-33000,-33000,1973000,4862000,-4236000,-3197000,2494000,2235000,None,None,None,-12989000,1411000,1006000,-12989000,None,-4236000
2018-12-31,USD,None,-1429000,-2058000,-93000,19089000,-83537000,-103170000,1973000,4802000,-77071000,8524000,-493000,2572000,None,544000,None,-12989000,-43000,1965000,3115000,None,-77071000
2018-09-30,USD,None,6168000,-2260000,-538000,-232000,76005000,-563000,5502000,3546000,78260000,4515000,-1128000,2535000,0,76800000,0,-7912000,1306000,1722000,-7912000,None,78260000
2018-06-30,USD,None,-1221000,-59772000,-58526000,60013000,59695000,-562000,539000,4297000,5811000,5888000,2277000,2334000,0,244000,0,-2999000,1200000,1246000,-2999000,None,5811000
2018-03-31,USD,None,-390000,-3699000,-3283000,-386000,-925000,-563000,-1321000,4858000,9652000,14276000,1308000,1807000,0,24000,0,5627000,1066000,416000,5627000,None,9652000
2017-12-31,USD,1100000,-2291000,-1160000,-633000,-404000,-967000,-563000,-585000,3242000,8066000,10193000,-1936000,1852000,0,0,0,21023000,3754000,527000,5572000,None,8066000
2017-09-30,USD,None,7247000,-23737000,-22419000,19599000,-401000,-20000000,3412000,3407000,29815000,53953000,-2219000,1781000,0,0,0,15451000,3216000,1318000,40521000,None,29815000
2017-06-30,USD,None,-5648000,-609000,2400000,18112000,18316000,-2781000,-3550000,2700000,-3283000,-20990000,168000,2919000,0,204000,0,25070000,2734000,609000,-23863000,None,-3283000
2017-03-31,USD,None,2569000,1238000,2400000,-664000,290000,-2781000,2005000,4259000,11143000,9615000,2005000,1595000,0,954000,0,1207000,394000,1162000,-1207000,None,11143000
2016-12-31,USD,1100000,-2299000,-121000,423000,-668000,422000,1090000,4803000,7568000,-31433000,-31734000,-1418000,1800000,0,0,0,-33601000,761000,544000,-38146000,None,-31433000
2016-09-30,USD,None,2932000,-457000,0,-17593000,-17593000,None,35000,1699000,31206000,49256000,35000,922000,0,0,0,5540000,4906000,457000,38762000,None,31206000
2016-06-30,USD,None,-1281000,-369000,0,9089000,11835000,-100000,-587000,2600000,-840000,-12306000,-587000,1833000,0,2846000,0,33222000,2295000,369000,-17166000,None,-840000
2016-03-31,USD,None,4098000,-20791000,-20449000,31556000,31726000,None,None,157000,4976000,-5959000,1688000,2449000,0,170000,0,16056000,1705000,342000,-16056000,None,4976000
2015-12-31,USD,1100000,-7221000,-5012000,-4115000,-1350000,-1081000,269000,-239000,3321000,-10773000,-4680000,2786000,1264000,0,0,0,-19512000,2597000,897000,-7427000,None,-10773000
2015-09-30,USD,None,3839000,-555000,0,-334000,-334000,None,None,2887000,-27147000,-26258000,-3265000,1214000,0,0,0,12085000,1348000,555000,-32281000,None,-27147000
2015-06-30,USD,None,1843000,-176000,-146000,-286000,-1144000,-1000000,None,3253000,34628000,35948000,1907000,1176000,0,142000,0,20196000,1668000,30000,26101000,None,34628000
