fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2019-12-31,USD,963000000,-503000000,111000000,963000000,1470000000,402000000,None,None,464000000,-1000000,178000000,4000000,1466000000,-503000000,89000000,63000000,-85000000,-89000000,None,None,None,63000000,5000000,None,401000000,402000000,None
2018-12-31,USD,1002000000,422000000,80000000,1002000000,580000000,521000000,0,None,580000000,13000000,152000000,None,580000000,422000000,94000000,59000000,-94000000,-94000000,4000000,None,None,-59000000,-38000000,None,639000000,521000000,None
2017-12-31,USD,1739000000,748000000,407000000,1739000000,991000000,730000000,0,None,991000000,13000000,143000000,None,991000000,748000000,97000000,261000000,-97000000,-97000000,-61000000,None,None,-261000000,394000000,None,1252000000,730000000,None
2016-12-31,USD,1677000000,660000000,313000000,1677000000,1017000000,881000000,0,None,1017000000,13000000,143000000,None,1017000000,660000000,102000000,136000000,-102000000,-102000000,None,None,None,-136000000,39000000,None,1153000000,881000000,None
2015-12-31,USD,2207000000,776000000,444000000,2207000000,1431000000,1056000000,0,None,1431000000,None,0,None,1431000000,776000000,-101000000,375000000,-101000000,None,None,None,None,-375000000,98000000,None,1806000000,1056000000,None
