fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-15534000,9560000,-15534000,-8516000,-40831000,-39313000,-151000,8625000,14075000,13182000,68029000,13623000,35692000,None,1669000,None,None,14725000,7018000,-19646000,None,13182000
2020-03-31,USD,-10138000,-4463000,-10138000,-6541000,-22330000,-60837000,-10973000,-13596000,-24427000,-13475000,57500000,6682000,33822000,None,-27534000,None,None,-2813000,3597000,48699000,None,-13475000
2019-12-31,USD,-25199000,-4459000,-17435000,12124000,-34549000,-28476000,-1164000,-7979000,55486000,2800000,48711000,-10179000,35245000,None,7237000,None,-53744000,26362000,4360000,-53744000,None,2800000
2019-09-30,USD,-33285000,-9707000,-33285000,-24461000,14273000,-18956000,-13000,15265000,31814000,-20168000,32073000,16456000,35139000,None,-33216000,None,-53906000,12277000,8824000,-53906000,None,-20168000
2019-06-30,USD,-769933000,14433000,-769933000,-765268000,718320000,720016000,-185000,-4246000,5725000,-35479000,14438000,-21889000,30708000,None,1881000,None,-5953000,-8586000,4665000,-5953000,None,-35912000
2019-03-31,USD,-9828000,-19936000,-9828000,-4578000,-7794000,-5361000,-2624000,-29427000,-25963000,27238000,42427000,-21573000,25605000,None,5057000,None,94549000,-10255000,5250000,94549000,433000,27671000
2018-12-31,USD,None,5568000,-5583000,-3752000,-6444000,-4403000,-66000,12505000,87690000,73484000,83470000,36500000,25217000,None,2041000,None,-73203000,1698000,1831000,-73203000,-1324000,72160000
2018-09-30,USD,None,-8037000,-10426000,-5100000,-5992000,-1731000,-7253000,7157000,15233000,17194000,29351000,1260000,25981000,0,4261000,0,-9246000,4160000,5326000,-9246000,115000,17309000
2018-06-30,USD,-1467000,3033000,-16762000,-10124000,-3386000,-21875000,-7253000,12506000,-14574000,-12662000,25975000,3568000,25097000,0,-18489000,0,-1052000,9903000,5171000,-1052000,-2586000,-15248000
2018-03-31,USD,None,-9597000,-12589000,-6652000,-7539000,-29695000,-7253000,-35887000,-19428000,2852000,45136000,-21144000,25692000,0,-22156000,0,68741000,872000,5937000,68741000,1719000,4571000
2017-12-31,USD,None,18681000,-14520000,-7369000,-7802000,-40828000,-5340000,12505000,33164000,5777000,61125000,22053000,26201000,0,-33026000,0,-8243000,49667000,7151000,-88641000,-3997000,1780000
2017-09-30,USD,None,-7135000,-13659000,-6902000,-4452000,-1914000,-541000,-44387000,3388000,-29598000,-14025000,-47591000,26330000,0,2538000,0,80398000,1149000,6757000,9834000,2171000,-27427000
2017-06-30,USD,None,-6540000,-13830000,-8587000,-6580000,-6533000,-1615000,60737000,-29809000,-6952000,13411000,52576000,26607000,0,47000,0,70564000,-15954000,5243000,-13469000,2565000,-4387000
2017-03-31,USD,None,-10400000,-12405000,-5839000,-53446000,-48873000,-3155000,-14627000,-1608000,24408000,85686000,-14627000,27372000,0,4573000,0,84033000,916000,6566000,84033000,-417000,23991000
2016-12-31,USD,None,9949000,-9208000,-2825000,-946000,222000,-655000,23471000,66691000,25988000,34974000,10316000,28985000,0,1168000,0,-76460000,30277000,6383000,-111244000,-1147000,24841000
2016-09-30,USD,None,-16900000,-21047000,-7346000,14848000,13874000,-1529000,-4816000,-9826000,815000,7988000,-4816000,26355000,0,97000,0,34784000,7646000,13701000,5485000,-2366000,-1551000
2016-06-30,USD,None,12615000,-17208000,-3618000,-40763000,-40648000,611000,6289000,-16858000,-41906000,18435000,6289000,25591000,0,-496000,0,29299000,-4222000,13590000,-5289000,-2485000,-41906000
2016-03-31,USD,-7000000,16001000,177096000,184234000,-173093000,-224524000,90000,-6378000,89144000,-8995000,38433000,-6378000,28090000,0,-51521000,0,34588000,-123352000,7138000,34588000,1125000,-7870000
2015-12-31,USD,35311000,4995000,-196709000,-188972000,153325000,154727000,71000,-1530000,43767000,22098000,64080000,6094000,28073000,0,1331000,0,-11355000,24072000,7737000,-42921000,-716000,21382000
2015-09-30,USD,None,-10435000,-9659000,-3521000,-25489000,-23856000,445000,None,14780000,35543000,69058000,-4520000,25197000,0,1188000,0,31566000,9059000,6138000,34977000,-5083000,30460000
2015-06-30,USD,30311000,2441000,20904000,-5137000,-49144000,-43671000,1012000,None,27051000,-22001000,766000,10711000,25165000,0,4461000,0,3411000,-18769000,4270000,-45833000,3939000,-18062000
