fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2019-12-31,USD,107524000,89733000,56870000,50654000,20473000,18894000,12900000,None,18940000,60162000,19963000,None,17791000,None,745000,-518000,333000,-412000,None,None,None,-518000,1561000,None,19458000,18894000,None
2018-12-31,USD,74643000,68172000,40194000,34449000,8295000,6574000,10380000,None,7380000,60162000,17598000,None,6471000,None,498000,806000,29000,-469000,None,None,None,806000,1378000,None,6574000,6574000,None
2017-12-31,USD,36506000,35806000,19281000,17225000,223000,-318000,5138000,None,-325000,60162000,11387000,None,700000,None,277000,547000,9000,-268000,None,None,None,547000,-757000,None,-872000,-318000,None
2016-12-31,USD,27371000,23881000,14042000,13329000,3350000,1031000,3259000,None,2982000,4919000,6580000,None,3490000,None,181000,595000,16000,-165000,None,None,None,595000,-343000,None,2387000,645000,None
2015-12-31,USD,31206000,26343000,17085000,14121000,4863000,5380000,2942000,None,5390000,3757000,6316000,None,4863000,None,-122000,-2525000,-105000,None,None,None,None,-2525000,527000,None,7915000,3063000,None
