fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2019-12-31,USD,-337000,-417256000,349908000,119425000,66965000,53711000,None,None,67031000,None,52077000,-46000,67011000,-469333000,-66000,13320000,66000,66000,None,None,None,13320000,-1611000,None,53711000,53711000,None
2018-12-31,USD,433947000,377062000,330414000,103533000,74540000,42572000,13500000,None,55939000,None,45698000,-47000,56885000,-433947000,-196000,13367000,196000,196000,None,None,None,13171000,-1142000,None,42572000,42329000,None
2017-12-31,USD,405232000,330181000,281835000,123397000,90058000,54498000,13000000,None,74492000,None,47626000,91000,75051000,None,-298000,19994000,298000,298000,3700000,None,None,20794000,-857000,None,54498000,53830000,None
2016-12-31,USD,383977000,304078000,265897000,118080000,92934000,53376000,12000000,None,79991000,None,37385000,105000,79899000,None,-292000,26615000,292000,292000,None,None,None,26615000,-200000,None,53376000,53376000,None
2015-12-31,USD,358691000,37438000,249951000,108681000,71178000,45728000,7500000,None,71339000,None,37438000,-124000,71302000,None,-161000,25611000,161000,None,None,None,None,25611000,-356000,None,45728000,45728000,None
