fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-99510000,3588000,-99510000,-13288000,-31553000,-100759000,-67156000,-26258000,-15422000,-147918000,52351000,-10551000,66823000,-2050000,None,None,3093000,4820000,86222000,3093000,None,-147918000
2020-03-31,USD,48021000,-26673000,48021000,144797000,140172000,-11265000,-71437000,16489000,82061000,127540000,90784000,7418000,66166000,-2800000,-77200000,None,1143000,-39331000,96776000,1143000,None,127540000
2019-12-31,USD,-9015000,1655000,-9015000,4674000,34529000,-92077000,-61613000,-31193000,24720000,34347000,-260109000,None,68546000,-64993000,None,None,13805000,19529000,18496000,None,None,34347000
2019-09-30,USD,-8559000,76574000,-167518000,8485000,159335000,39232000,118746000,53007000,19336000,-2939000,125347000,-3905000,69166000,-195210000,-43639000,None,-18242000,-17582000,158590000,-18242000,None,-2939000
2019-06-30,USD,-122735000,-10198000,-122735000,-1219000,132207000,63839000,-65122000,-15377000,10210000,8871000,67767000,-9993000,68887000,-3325000,79000,None,4521000,4340000,130370000,4521000,None,8871000
2019-03-31,USD,-116872000,-13710000,-116872000,-1123000,80381000,9598000,-67442000,9162000,31368000,-26662000,80612000,-7621000,68736000,-3966000,625000,None,-5491000,7330000,115749000,-5491000,None,-26662000
2018-12-31,USD,None,1085000,-119701000,-3318000,91120000,25989000,-1867000,-39181000,47504000,2254000,2254000,None,72456000,-63264000,None,None,36732000,2254000,2527000,None,None,2254000
2018-09-30,USD,None,20154000,-171709000,1649000,146309000,77571000,-5298000,48662000,-2345000,2875000,2875000,None,66131000,-63441000,0,0,-37470000,2875000,520000,None,None,2875000
2018-06-30,USD,None,11148000,92308000,1649000,-305641000,-150409000,218484000,-26055000,46009000,3604000,3604000,None,63537000,-63252000,0,0,1442000,3604000,693000,None,None,3604000
2018-03-31,USD,None,-1088000,-136710000,1649000,110743000,47785000,363000,14945000,25927000,3443000,3443000,None,64779000,-60564000,0,0,-556000,3443000,1314000,None,None,3443000
2017-12-31,USD,-773000,-26718000,-977799000,-27000,807316000,676887000,-79876000,13677000,39062000,2453000,2453000,None,238255000,-236545000,190912000,0,-414000,2453000,4862000,None,None,2453000
2017-09-30,USD,-2330000,15727000,-770350000,0,331520000,1056000,-58274000,46895000,29976000,3506000,2450000,None,0,-176199000,1056000,0,6775000,2450000,4997000,None,None,3506000
2017-06-30,USD,94000,2201000,-431354000,0,152894000,124359000,-637000,-14483000,31288000,128294000,3935000,None,0,-115811000,124359000,0,1239000,3935000,3562000,None,None,128294000
2017-03-31,USD,172000,-22634000,-143396000,0,78795000,62466000,3542000,-1520000,34050000,66722000,4256000,None,0,-56887000,62466000,0,647000,4256000,2480000,None,None,66722000
2016-12-31,USD,-6995000,-83000,-31556000,6909000,-805237000,12670000,-60206000,-15747000,25392000,14893000,2223000,None,214287000,-218697000,12670000,0,8709000,2223000,3655000,None,None,14893000
2016-09-30,USD,None,2769000,-365738000,0,None,62224000,None,None,9644000,64447000,2223000,None,0,-162866000,62224000,0,1750000,2223000,4681000,None,None,64447000
2016-06-30,USD,None,None,-195610000,0,None,-67000,None,None,18438000,2152000,2219000,None,0,-107639000,-67000,0,11283000,2219000,3377000,None,None,2152000
2016-03-31,USD,-1967000,-26736000,-17692000,0,-327951000,707414000,-2977000,-5573000,45587000,710065000,2651000,None,0,-52513000,707414000,0,11376000,2651000,1771000,None,None,710065000
2015-12-31,USD,-2836000,-1201000,-239455000,-3690000,-51909000,-32734000,-12314000,-4683000,28359000,1825000,1825000,None,211588000,-178506000,216666000,0,-9397000,1825000,3621000,None,None,1825000
2015-09-30,USD,6749000,32566000,-130644000,475000,128023000,-25247000,-4648000,-16146000,1855000,1704000,1704000,None,0,-135064000,216666000,0,15051000,1704000,6579000,None,None,1704000
2015-06-30,USD,None,None,-38907000,0,None,-58000,None,None,15580000,1857000,1915000,None,0,-88159000,-58000,0,1213000,1915000,4142000,None,None,1857000
