fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,1860000,22610000,118000,None,None,-4337000,-4337000,5254000,752000,-2514000,1705000,-762000,4064000,-4337000,0,-6280000,-7779000,-8139000,1742000,-10540000,None,-2514000
2020-03-31,USD,29038000,-4156000,27632000,-523000,-24600000,-28928000,-4337000,-11181000,-9969000,-1320000,-24000,2206000,4426000,-4328000,0,-1598000,3052000,12722000,1406000,-3655000,None,-1320000
2019-12-31,USD,-2648000,-26719000,-6134000,-523000,-1000000,-5304000,-4337000,59000,-11624000,-23992000,-12554000,12820000,4442000,-4304000,0,7250000,679000,-1803000,3486000,3080000,None,-23992000
2019-09-30,USD,-1424000,-2897000,-3125000,-523000,-1000000,-4304000,-4337000,1105000,-46123000,-8354000,-925000,-14786000,4373000,-4304000,0,-10610000,24891000,38260000,1701000,30858000,None,-8354000
2019-06-30,USD,1041000,5495000,-381000,1013000,-1000000,-3777000,-4304000,14578000,3995000,-2863000,1295000,676000,4354000,-4303000,526000,-1362000,-17458000,-4082000,2435000,-7781000,None,-2863000
2019-03-31,USD,1721000,-2676000,-151000,1721000,-1000000,-4485000,-4304000,2455000,770000,5076000,9712000,2809000,4502000,-4301000,-184000,5974000,170000,-3838000,1872000,2171000,None,5076000
2018-12-31,USD,28954000,-9022000,12300000,1000000,-1100000,-6576000,-4303000,-8057000,-8447000,11331000,6761000,2005000,3939000,-4291000,-1185000,7649000,8034000,14436000,2415000,1354000,None,12485000
2018-09-30,USD,4851000,5204000,3339000,1000000,-1100000,-4756000,-4303000,-5138000,7589000,-5654000,-4237000,-1435000,4392000,-4297000,-459000,14480000,-25765000,-6851000,1512000,-27616000,None,-5654000
2018-06-30,USD,23521000,16290000,21288000,0,-1100000,-6915000,-4297000,7363000,-7670000,21074000,6701000,-426000,3890000,-4312000,-2603000,-1305000,3027000,-13712000,2233000,9634000,None,20302000
2018-03-31,USD,-26886000,-6654000,-36642000,-7806000,-1000000,-14169000,-4297000,4811000,-10814000,-4582000,46229000,10583000,3656000,-4367000,-9802000,3368000,57306000,-11216000,1950000,57306000,772000,-3810000
2017-12-31,USD,23052000,-20363000,20771000,135000,-1100000,1369000,None,-20507000,-11110000,-42264000,-64404000,4817000,3731000,-4337000,6806000,-6035000,-49103000,13982000,2416000,-49426000,444000,-41820000
2017-09-30,USD,40808000,4290000,36013000,0,-1100000,535000,None,-3480000,15898000,37994000,1446000,206000,3771000,-4312000,4847000,-1936000,6975000,3598000,4795000,-24381000,1461000,39455000
2017-06-30,USD,21797000,-2436000,18160000,0,-1100000,-15757000,None,-8216000,12401000,13945000,11542000,-7440000,4168000,-4350000,-11407000,-148000,14482000,-354000,3637000,5351000,2295000,16240000
2017-03-31,USD,-5046000,-830000,-8902000,16000,-1100000,-8551000,None,-2413000,6651000,-8416000,9037000,-2413000,4447000,-4369000,-4182000,-7399000,9131000,-550000,3872000,9131000,1079000,-7337000
2016-12-31,USD,13981000,11623000,5224000,0,-1100000,-4710000,2000,5785000,7572000,14682000,14168000,-3681000,4301000,-4353000,741000,-10204000,-21302000,-137000,8757000,4694000,-1079000,13603000
2016-09-30,USD,4832000,13700000,-2116000,-943000,None,-10173000,None,-917000,12415000,-5074000,7215000,-2249000,3684000,-4370000,-5803000,-5621000,29370000,-2135000,6005000,-12579000,452000,-4622000
2016-06-30,USD,-11443000,12234000,-14956000,0,None,-9689000,None,-1180000,10228000,-19704000,4941000,-2290000,3498000,-4407000,-5282000,4938000,17192000,764000,3513000,-24268000,-991000,-20695000
2016-03-31,USD,8533000,-5205000,5367000,0,None,-15209000,None,None,5014000,5834000,15676000,-4811000,3567000,-4453000,-10756000,163000,14952000,1996000,3166000,14952000,1225000,7059000
2015-12-31,USD,15013000,-36259000,11164000,61000,-1100000,-5858000,None,-3655000,5718000,584000,-4722000,-5352000,3797000,-4460000,-298000,8068000,26622000,4059000,3910000,15247000,279000,863000
2015-09-30,USD,18705000,-20598000,16368000,114000,None,-20866000,41000,None,7067000,-2443000,2055000,-2292000,4016000,-4480000,-16427000,-691000,11375000,1056000,2451000,13497000,-1085000,-3528000
2015-06-30,USD,44305000,9874000,41363000,8000,None,-50464000,-47000,None,2544000,-902000,8199000,-4475000,4196000,-4698000,-45719000,-6470000,2003000,592000,2950000,1938000,1108000,206000
