fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2019-12-31,BRL,750630000,552180000,308853000,441777000,315560000,153916000,0,0,186937000,48632000,239120000,0,198450000,-2594000,55471000,14175000,9680000,-51381000,0,0,0,14175000,39868000,0,172762000,153916000,0
2018-12-31,BRL,333935000,237487000,168052000,165883000,110204000,86353000,0,0,98722000,88372000,70034000,0,96448000,-599000,2404000,3988000,4364000,-928000,0,0,0,3988000,3202000,0,94734000,86353000,0
2017-12-31,BRL,216008000,166665000,124065000,91943000,56044000,45393000,0,0,50979000,651000,45355000,0,49343000,-2755000,1042000,2500000,3174000,-381000,0,0,0,2500000,2017000,0,48479000,45393000,0
