fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-15208000,-643000,-15208000,-498000,100000000,84707000,-3278000,-906000,9826000,93260000,23761000,2611000,26861000,-15293000,0,None,-7454000,-7440000,14710000,-7454000,None,93260000
2020-03-31,USD,-23925000,4435000,-23925000,-3394000,-51003000,-74059000,-5036000,389000,15484000,-52623000,45361000,56000,27836000,-22937000,-119000,None,3632000,-6082000,20531000,3632000,None,-52623000
2019-12-31,USD,-25153000,-9072000,-25153000,-2375000,-306000,-23162000,-1338000,-1538000,16485000,-16611000,31704000,-3303000,26843000,-22938000,1420000,None,-1803000,2554000,22778000,-1803000,None,-16611000
2019-09-30,USD,-23980000,12955000,-23980000,-6269000,54052000,43619000,-5256000,-2637000,16519000,71582000,51943000,-2404000,26940000,-21353000,10920000,None,909000,-2976000,17711000,909000,None,71582000
2019-06-30,USD,-527613000,-3812000,-527613000,7073000,6713000,484440000,-424000,5000,11941000,-9835000,33338000,-199000,22938000,-18253000,495980000,None,-643000,3113000,534686000,-643000,None,-9835000
2019-03-31,USD,-22437000,5885000,-22437000,-1505000,3676000,-7351000,-5225000,-2806000,15243000,7043000,36831000,-6379000,20951000,-18061000,7034000,None,466000,665000,20932000,466000,None,7043000
2018-12-31,USD,None,-11493000,-27554000,-4809000,19679000,1094000,-521000,278000,9209000,-8866000,17594000,-138000,21425000,-18064000,-236000,None,-1337000,-72000,22745000,-1337000,None,-8866000
2018-09-30,USD,None,6579000,-13383000,-2070000,-398000,-17786000,-4669000,-216000,14271000,5427000,36596000,-572000,20245000,-17388000,None,None,-1219000,-2708000,11313000,-1219000,None,5427000
2018-06-30,USD,None,-3656000,-12045000,-1830000,-13360000,-30814000,-66000,825000,4413000,-4514000,38345000,477000,33228000,-17388000,30075000,0,1643000,2240000,10215000,1643000,None,-4514000
2018-03-31,USD,None,7547000,-11365000,-1227000,-41772000,-59336000,-176000,2442000,-691000,-26729000,43972000,9000,33725000,-17388000,30075000,0,577000,2805000,10138000,577000,None,-26729000
2017-12-31,USD,-278141000,-9833000,-12236000,503000,-1602000,-20051000,-882000,227000,9731000,-12203000,20084000,-578000,20351000,-17365000,-202000,0,-1116000,1740000,12739000,-1327000,None,-12203000
2017-09-30,USD,882000,11387000,-61720000,-1766000,99382000,82658000,-4746000,-1887000,12505000,62827000,41889000,-2163000,21637000,-16724000,30075000,0,211000,986000,60954000,-2463000,None,62827000
2017-06-30,USD,4000000,619000,-243336000,-2645000,65287000,48562000,-3540000,2985000,7588000,-158730000,36044000,2163000,24791000,-16725000,30075000,0,2674000,-65000,244691000,948000,None,-158730000
2017-03-31,USD,-5000000,5915000,-13272000,-1019000,97393000,110745000,-882000,-726000,10308000,145309000,47836000,9902000,19557000,-16723000,30075000,0,1726000,428000,7253000,1726000,None,145309000
2016-12-31,USD,-278141000,-9596000,-16323000,-2273000,-3410000,-20771000,-795000,1451000,12408000,-17158000,19936000,404000,19221000,-16541000,-25000,0,-2347000,-1718000,14050000,-783000,None,-17158000
2016-09-30,USD,-131000,8129000,-14284000,-553000,-603000,-6821000,-795000,-701000,11858000,18073000,39178000,-153000,19050000,-15883000,9665000,0,1564000,2086000,13731000,-1792000,None,18073000
2016-06-30,USD,474000,-1830000,-15012000,-295000,1428000,-14398000,-795000,116000,10650000,-121000,29289000,1095000,18769000,-15826000,0,0,228000,389000,14717000,216000,None,-121000
2016-03-31,USD,None,4826000,-17895000,-760000,3556000,-12283000,-12000,None,10721000,4082000,34260000,1929000,18521000,-15827000,0,0,12000,-1749000,17135000,12000,None,4082000
2015-12-31,USD,-278141000,-12097000,-8169000,10849000,3959000,-12745000,-823000,214000,11226000,-233000,20681000,1421000,18234000,-15827000,-54000,0,-1011000,1311000,19018000,586000,None,-233000
2015-09-30,USD,None,9962000,-25185000,-1259000,-5733000,-1976000,-361000,None,19026000,5209000,32370000,-1750000,16758000,-14711000,18829000,0,1597000,-9110000,23926000,-2516000,None,5209000
2015-06-30,USD,None,-2951000,-48746000,-1641000,-25318000,3893000,None,None,12284000,-19690000,25163000,367000,16289000,-14524000,43735000,0,919000,-871000,47105000,45000,None,-19690000
