fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,11483000,16445000,7416000,4067000,-21016000,-23814000,None,None,-23711000,None,7296000,None,-4962000,None,962000,103000,None,-962000,None,None,None,103000,-17787000,None,-23814000,-23797000,None
2020-03-31,USD,12263000,20904000,11491000,772000,1972000,-1893000,None,None,-1535000,None,7116000,None,-8641000,None,1210000,358000,7106000,-1210000,None,None,None,358000,8316000,None,-1893000,-1891000,None
2019-12-31,USD,16047000,20734000,11104000,4943000,9992000,9098000,None,None,6169000,None,7161000,None,-4687000,None,1354000,-2929000,10771000,-1354000,-229000,None,None,-2929000,12210000,None,9098000,9091000,None
2019-09-30,USD,19133000,21524000,11939000,7194000,14290000,3923000,None,None,10518000,None,7542000,None,-2391000,None,1729000,6595000,12697000,-1729000,None,None,None,6595000,14638000,None,3923000,3918000,None
2019-06-30,USD,15577000,19837000,12292000,3285000,17492000,8114000,None,None,14748000,None,6788000,None,-4260000,None,1987000,6634000,18948000,-1987000,None,None,None,6634000,20995000,None,8114000,8103000,None
2019-03-31,USD,19329000,22884000,14108000,5221000,20307000,14402000,None,None,16101000,None,6606000,None,-3555000,None,2104000,1699000,19656000,-2034000,None,None,None,1699000,21690000,None,14402000,14382000,None
2018-12-31,USD,10626000,8149000,3032000,7594000,2477000,6998000,0,0,12270000,0,4656000,None,2477000,0,-1004000,None,None,None,464000,0,0,5272000,9793000,0,6998000,6980000,None
2018-09-30,USD,5147000,4013000,954000,4193000,1134000,5503000,0,0,9434000,0,2985000,None,1134000,0,-399000,None,None,None,0,0,0,3931000,8300000,0,5503000,5485000,None
2018-06-30,USD,4273000,4943000,704000,3569000,-670000,15291000,-20000,0,13942000,0,4167000,None,-670000,-116000,-412000,None,None,None,0,-1548000,0,-1349000,14612000,0,15291000,15240000,None
2018-03-31,USD,3899000,4911000,563000,3336000,-1012000,7662000,20000,0,10231000,0,4212000,None,-1012000,116000,-336000,None,None,None,0,1548000,0,2569000,11243000,0,7662000,7637000,None
2017-12-31,USD,544000,94019000,2663000,3807000,-104022000,6985000,127000,0,18523000,0,2088000,None,-9870000,-1718000,1025000,None,None,None,0,1958000,0,11538000,52517000,0,-93707000,6985000,None
2017-09-30,USD,5098000,-51032000,3975000,0,151126000,5792000,252000,0,9378000,0,2176000,None,-3960000,4317000,678000,None,None,None,0,5317000,0,3586000,1422000,0,205180000,5792000,None
2017-06-30,USD,27331000,1320000,25583000,0,-75685000,6408000,-606000,0,10050000,0,1614000,None,16000,-2292000,628000,None,None,None,0,-3956000,0,3642000,-5885000,0,-106102000,6408000,None
2017-03-31,USD,9144000,5199000,8128000,0,14767000,8688000,192000,0,14074000,0,2490000,None,-3711000,482000,693000,None,None,None,0,1035000,0,5386000,17785000,0,22502000,8688000,None
2016-12-31,USD,3625000,89409000,6158000,11605000,13997000,75830000,19000,0,14158000,0,2532000,None,-10053000,1732000,570000,None,None,None,0,14605000,0,-61520000,36599000,0,170021000,75830000,None
2016-09-30,USD,15711000,-33605000,15861000,0,-36507000,9612000,-381000,0,10194000,0,1910000,None,5020000,-976000,969000,None,None,None,0,-8294000,0,582000,-7214000,0,-96035000,9612000,None
2016-06-30,USD,8951000,7796000,9573000,0,9532000,7860000,-345000,0,7959000,0,2994000,None,-7945000,223000,1563000,None,None,None,0,1982000,0,99000,20333000,0,23692000,7860000,None
2016-03-31,USD,22335000,0,21224000,0,0,4376000,202000,0,4429000,0,3930000,None,0,0,1964000,None,None,None,0,0,0,53000,0,0,0,4376000,None
2015-12-31,USD,13202000,91442000,13458000,15187000,-28703000,-21487000,229000,0,-30121000,0,5295000,None,-18713000,2019000,3055000,None,None,None,0,16604000,0,-24000,-2798000,0,-30141000,-29866000,None
2015-09-30,USD,12885000,0,12919000,0,0,3793000,2023000,0,0,0,4796000,None,7787000,0,1778000,None,None,None,0,0,0,44000,-4013000,0,0,0,None
2015-06-30,USD,14895000,0,18787000,0,0,-6315000,1860000,0,0,0,7750000,None,-10879000,0,1794000,None,None,None,0,0,0,63000,4583000,0,0,0,None
