fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-2960000,382000,-2960000,None,-3031000,-3343000,-310000,-11454000,-23814000,4545000,10848000,None,None,-310000,-2000,-2162000,None,45942000,2900000,None,None,None
2020-03-31,USD,-1736000,-1477000,-1736000,None,-6340000,-11393000,-310000,-1515000,-1893000,108000,13237000,None,2297000,-4518000,-535000,1572000,None,10911000,1289000,None,None,None
2019-12-31,USD,-4064000,-5604000,-4064000,-661000,-6338000,-13675000,156000,-3268000,9098000,-3075000,14664000,None,7371000,-4545000,-2948000,939000,-561000,11237000,1421000,None,None,None
2019-09-30,USD,-4195000,4483000,-4195000,-661000,-8335000,-13096000,156000,-3636000,3923000,-265000,17026000,None,2043000,-4550000,-211000,772000,-1359000,10327000,2633000,None,None,None
2019-06-30,USD,-2907000,785000,-2907000,-661000,-10337000,-17092000,156000,-1840000,8114000,-5445000,14554000,None,757000,-4608000,-2147000,532000,2262000,3474000,2710000,None,None,None
2019-03-31,USD,-2072000,-789000,-2072000,-661000,-6344000,-11853000,156000,-3473000,14402000,2093000,16018000,None,2102000,-4571000,-938000,3262000,1782000,-1712000,1411000,None,None,None
2018-12-31,USD,13600000,1880000,-49177000,-324000,67900000,46613000,-2112000,-459000,6998000,-8142000,-5578000,None,461000,-4939000,-26112000,237000,-2329000,-12460000,276000,None,None,None
2018-09-30,USD,8075000,-1383000,8015000,-324000,67900000,-7416000,-2112000,-1335000,5503000,-265000,-864000,None,74000,-5010000,0,237000,546000,-4269000,60000,None,None,None
2018-06-30,USD,13700000,-1807000,13643000,-324000,67900000,-12635000,-2112000,-1901000,15291000,-2578000,-3586000,None,72000,-5074000,0,237000,142000,-15383000,57000,None,None,None
2018-03-31,USD,11050000,-14061000,10976000,0,67900000,-7051000,-2112000,38000,7662000,4064000,139000,None,116000,-5142000,0,237000,15739000,-9355000,74000,None,None,None
2017-12-31,USD,48814000,-7852000,48386000,0,None,-32889000,-236000,-19881000,6985000,3749000,-11748000,None,789000,-15690000,0,27048000,5430000,-46468000,485000,None,None,None
2017-09-30,USD,10989000,1211000,32959000,137000,None,-24000000,-236000,-1462000,5792000,-2550000,-9080000,None,0,-10458000,0,27081000,6158000,-10345000,343000,None,None,None
2017-06-30,USD,9138000,-20932000,22066000,73000,None,-13490000,-236000,-2507000,6408000,-7605000,-6147000,None,0,0,0,25634000,6758000,-8160000,247000,None,None,None
2017-03-31,USD,13175000,-15661000,13033000,37000,None,-179000,-179000,5666000,8688000,10034000,-2820000,None,0,0,0,3883000,6874000,-12752000,142000,None,None,None
2016-12-31,USD,39800000,-39506000,39899000,336000,-14496000,-15671000,-979000,-10238000,75830000,5971000,-18257000,None,779000,-15690000,0,29623000,29322000,-96292000,289000,None,None,None
2016-09-30,USD,9775000,-17454000,25839000,2112000,-228000,-15267000,-107000,8054000,9612000,5921000,-12234000,None,0,0,0,28575000,3677000,-12284000,147000,None,None,None
2016-06-30,USD,14875000,-4536000,16100000,2112000,-11500000,-15160000,-1000,873000,7860000,-3313000,-7984000,None,0,0,0,17201000,846000,-12996000,111000,None,None,None
2016-03-31,USD,None,None,1686000,236000,None,0,None,None,4376000,None,0,None,0,0,0,14613000,2136000,None,112000,None,None,None
2015-12-31,USD,6523000,-20070000,2234000,-500000,10305000,10029000,-979000,-4422000,-30141000,-15506000,-29869000,None,2019000,-15690000,0,6492000,7882000,7892000,507000,None,None,None
2015-09-30,USD,None,47000,-1514000,0,None,-1442000,None,None,-27233000,None,-13640000,None,0,0,0,4719000,6827000,None,437000,None,None,None
2015-06-30,USD,None,2892000,296000,0,None,-1276000,None,None,-18579000,None,-13788000,None,0,0,0,2363000,7399000,None,380000,None,None,None
