fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-04-30,USD,250000,6571000,None,250000,-6273000,-6323000,3922000,None,-6273000,None,2649000,48000,-6321000,None,None,50000,35000,35000,None,None,None,50000,13000,None,-6323000,-6323000,None
2020-01-31,USD,3000,7889000,None,3000,-7857000,-7857000,4859000,None,-7857000,None,3030000,29000,-7886000,None,None,0,66000,66000,None,None,None,-66000,-37000,None,-7857000,-7857000,None
2019-10-31,USD,1000,10286000,None,1000,-10188000,-10188000,6941000,None,-10188000,None,3345000,97000,-10285000,None,-354000,0,81000,81000,None,None,None,-50000,17000,None,-10188000,-10188000,None
2019-07-31,USD,6000,10136000,None,6000,-9858000,-9858000,7060000,None,-9858000,None,3076000,272000,-10130000,None,-354000,0,95000,95000,None,None,None,None,177000,None,-9858000,-9858000,None
2019-04-30,USD,1188000,9061000,None,1188000,-7776000,-9383000,5969000,None,-9383000,None,3092000,97000,-7873000,None,-354000,0,99000,113000,None,None,None,None,-1623000,None,-9383000,-9383000,None
2019-01-31,USD,19689000,9373000,0,19689000,12867000,12817000,6707000,None,12867000,None,2666000,2551000,10316000,None,-354000,50000,None,None,None,None,None,50000,2405000,None,12817000,12817000,None
2018-10-31,USD,1128893,23244068,22235000,1128893,-18598462,-18598462,18267042,0,-18598462,0,4977026,3516713,-22115175,0,0,None,None,None,0,0,0,50000,2814000,0,-18598462,-18598462,None
2018-07-31,USD,1131000,15295000,14364000,1131000,-14017000,-14017000,10800000,0,-14017000,0,4495000,147000,-14164000,0,0,None,None,None,0,0,0,0,-63000,0,-14017000,-14017000,None
2018-04-30,USD,1747480,15299834,14763000,1747480,-13407072,-13407072,10832692,0,-13407072,0,4467142,145282,-13552354,0,0,None,None,None,0,0,0,-50000,-226753,0,-13407072,-13407072,None
2018-01-31,USD,2055627,22603098,22102000,2055627,-20442466,-20492466,17070266,0,-20442466,0,5532832,105005,-20547471,0,0,None,None,None,0,0,0,50000,-38110,0,-20492466,-20492466,None
2017-10-31,USD,1763208,29632435,27456000,1763208,-27713831,-23261149,24145033,0,-27713831,0,5487402,155396,-27869227,0,0,None,None,None,0,0,0,-4452682,-1307000,0,-23261149,-23261149,None
2017-07-31,USD,3051620,35861694,35540000,3051620,-32625595,-32625595,17798139,0,-32625595,0,18063555,184479,-32810074,0,0,None,None,None,0,0,0,14236,0,0,-32625595,-32625595,None
2017-04-30,USD,3425380,24088434,23741000,3425380,-20467655,-20467655,16308736,0,-20467655,0,7779698,195399,-20663054,0,0,None,None,None,0,0,0,-64236,0,0,-20467655,-20467655,None
2017-01-31,USD,3790842,20976363,20745000,3790842,-17031003,-17081003,13648554,0,-17031003,0,7327809,154518,-17185521,0,0,None,None,None,0,0,0,50000,0,0,-17081003,-17081003,None
2016-10-31,USD,3745000,80487094,27937000,3994856,-122096030,-73849463,16809000,0,-76091855,0,31712505,None,-76702886,0,0,None,None,None,0,0,0,-2535625,400383,0,-119160022,-119160022,None
2016-07-31,USD,0,16566220,16433000,0,-16486008,-16486008,10142232,0,-16486008,0,6423988,80212,-16566220,0,0,None,None,None,0,0,0,0,0,0,-16486008,-16486008,None
2016-04-30,USD,250000,15593234,15483000,0,-15522450,-15522450,8758410,0,-15522450,0,6834824,70784,-15593234,0,0,None,None,None,0,0,0,-14000,0,0,-15522450,-15522450,None
2016-01-31,USD,250000,20201777,20098000,250000,-19830699,-19844935,13064954,0,-19830699,0,7136823,121078,-19951777,0,0,None,None,None,0,0,0,-14236,0,0,-19816463,-19844935,None
2015-10-31,USD,0,48670657,0,0,-48670657,-47031118,7271000,0,-48640467,0,14339000,None,-48670657,0,0,None,None,None,0,0,0,-1609349,30190,0,-47031118,-47031118,None
2015-07-31,USD,0,13629279,0,0,-13562026,-13562026,7289944,0,-13562026,0,6339335,67253,-13629279,0,0,None,None,None,0,0,0,0,0,0,-13562026,-13562026,None
2015-04-30,USD,0,13839927,0,0,-13855259,-13855259,6135059,0,-13855259,0,7704868,-15332,-13839927,0,0,None,None,None,0,0,0,0,0,0,-13855259,-13855259,None
