fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2019-12-31,USD,0,5870798,None,None,-5825798,-5827728,175441,None,-5827728,None,5695357,None,-5870798,None,1930,0,-1930,-1930,None,None,None,None,45000,None,-5827728,-5827728,None
2018-12-31,USD,0,5609471,None,None,-5609471,-5689237,525000,None,-5689237,None,5084471,None,-5609471,None,79766,0,-79770,-79766,None,None,None,None,None,None,-5689237,-5689237,None
2017-12-31,USD,None,None,None,None,None,-212990,None,None,-212990,None,212990,None,-212990,None,None,None,None,None,None,None,None,None,None,None,None,-851944,None
